id,type,source,target
915057,/,213673,213685
915058,\,213683,213673
915059,/,213673,213683
915060,\,213684,213673
915061,/,213673,213684
915062,\,213690,213673
915063,/,213673,213690
915064,\,213689,213673
915065,/,213673,213689
915066,\,213687,213673
915067,/,213673,213687
915068,\,213688,213673
915069,/,213673,213688
915070,\,213799,213673
915071,/,213673,213799
915072,\,213657,213639
915073,/,213639,213657
915074,\,213641,213639
915075,/,213639,213641
915076,\,213642,213639
915077,/,213639,213642
915078,\,213643,213639
915079,/,213639,213643
915080,\,213620,213619
915081,/,213619,213620
915082,\,213621,213619
915083,/,213619,213621
915084,\,213622,213621
915085,/,213621,213622
915086,\,213624,213619
915087,/,213619,213624
915088,\,213623,213619
915089,/,213619,213623
915090,\,213625,213619
915091,/,213619,213625
915092,\,213626,213619
915093,/,213619,213626
915094,\,213615,213619
915095,/,213619,213615
915096,\,213666,213619
915097,/,213619,213666
915098,\,213668,213619
915099,/,213619,213668
915100,\,213592,213599
915101,/,213599,213592
915102,\,456063,213599
915103,/,213599,456063
915104,\,213596,213599
915105,/,213599,213596
915106,\,456065,213599
915107,/,213599,456065
915108,\,213598,213599
915109,/,213599,213598
915110,\,213601,213599
915111,/,213599,213601
915112,\,213603,213599
915113,/,213599,213603
915114,\,456066,213599
915115,/,213599,456066
915116,\,213805,456077
915117,/,456077,213805
915118,\,213810,456077
915119,/,456077,213810
915120,\,213808,456077
915121,/,456077,213808
915122,\,213807,456077
915123,/,456077,213807
915124,\,213804,456077
915125,/,456077,213804
915126,\,213809,456077
915127,/,456077,213809
915128,\,213838,213835
915129,/,213835,213838
915130,\,213859,213835
915131,/,213835,213859
915132,\,213858,213835
915133,/,213835,213858
915134,\,213860,213835
915135,/,213835,213860
915136,\,213837,213835
915137,/,213835,213837
915138,\,213855,213835
915139,/,213835,213855
915140,\,213861,213835
915141,/,213835,213861
915142,\,213862,213835
915143,/,213835,213862
915144,\,213857,213835
915145,/,213835,213857
915146,\,213909,213835
915147,/,213835,213909
915148,\,213839,213835
915149,/,213835,213839
915150,\,213841,213839
915151,/,213839,213841
915152,\,213841,213839
915153,/,213839,213841
915156,\,213844,213835
915157,/,213835,213844
915158,\,213846,213835
915159,/,213835,213846
915160,\,213852,213835
915161,/,213835,213852
915162,\,213853,213835
915163,/,213835,213853
915164,\,213849,213834
915165,/,213834,213849
915166,\,213913,213834
915167,/,213834,213913
915168,\,213853,213839
915169,/,213839,213853
915170,\,213856,213839
915171,/,213839,213856
915172,\,213879,213839
915173,/,213839,213879
915174,\,213881,213879
915175,/,213879,213881
915176,\,213883,213879
915177,/,213879,213883
915182,\,213895,213839
915183,/,213839,213895
915184,\,213896,213839
915185,/,213839,213896
915186,\,213888,213839
915187,/,213839,213888
915188,\,213889,213839
915189,/,213839,213889
915190,\,213890,213839
915191,/,213839,213890
915192,\,213892,213839
915193,/,213839,213892
915194,\,213893,213839
915195,/,213839,213893
915196,\,213891,213839
915197,/,213839,213891
915198,\,213885,213839
915199,/,213839,213885
915200,\,213899,213839
915201,/,213839,213899
915202,\,213898,213839
915203,/,213839,213898
915204,\,213884,213839
915205,/,213839,213884
915206,\,213897,213839
915207,/,213839,213897
915208,\,213904,213839
915209,/,213839,213904
915210,\,213903,213839
915211,/,213839,213903
915212,\,213900,213839
915213,/,213839,213900
915214,\,213901,213839
915215,/,213839,213901
915216,\,213908,213839
915217,/,213839,213908
915218,\,456086,213839
915219,/,213839,456086
915220,\,213907,213839
915221,/,213839,213907
915222,\,213905,213839
915223,/,213839,213905
915224,\,213906,213839
915225,/,213839,213906
915226,\,213894,213839
915227,/,213839,213894
915228,\,213866,213865
915229,/,213865,213866
915230,\,213867,213865
915231,/,213865,213867
915232,\,213872,213865
915233,/,213865,213872
915234,\,213875,213865
915235,/,213865,213875
915236,\,213869,213865
915237,/,213865,213869
915238,\,213868,213865
915239,/,213865,213868
915240,\,213871,213865
915241,/,213865,213871
915242,\,213873,213865
915243,/,213865,213873
915244,\,213874,213865
915245,/,213865,213874
915246,\,213870,213865
915247,/,213865,213870
915248,\,213876,213865
915249,/,213865,213876
915250,\,212953,212884
915251,/,212884,212953
915252,\,212955,212884
915253,/,212884,212955
915254,\,212954,212884
915255,/,212884,212954
915256,\,212956,212884
915257,/,212884,212956
915262,\,212887,212885
915263,/,212885,212887
915264,\,212888,212887
915265,/,212887,212888
915268,\,212889,212887
915269,/,212887,212889
915270,\,212902,212885
915271,/,212885,212902
915272,\,212903,212885
915273,/,212885,212903
915274,\,212904,212885
915275,/,212885,212904
915276,\,212907,212885
915277,/,212885,212907
915278,\,212906,212885
915279,/,212885,212906
915280,\,212900,212885
915281,/,212885,212900
915282,\,212910,212885
915283,/,212885,212910
915284,\,212931,212885
915285,/,212885,212931
915286,\,212890,212885
915287,/,212885,212890
915288,\,212922,212885
915289,/,212885,212922
915290,\,212924,212885
915291,/,212885,212924
915292,\,212923,212885
915293,/,212885,212923
915294,\,212925,212885
915295,/,212885,212925
915296,\,212926,212885
915297,/,212885,212926
915298,\,212929,212885
915299,/,212885,212929
915300,\,212891,212885
915301,/,212885,212891
915302,\,212917,212885
915303,/,212885,212917
915304,\,212918,212885
915305,/,212885,212918
915306,\,212916,212885
915307,/,212885,212916
915308,\,212915,212885
915309,/,212885,212915
915310,\,212913,212885
915311,/,212885,212913
915312,\,212911,212885
915313,/,212885,212911
915314,\,212912,212885
915315,/,212885,212912
915316,\,212919,212885
915317,/,212885,212919
915318,\,212930,212885
915319,/,212885,212930
915320,\,212941,212885
915321,/,212885,212941
915322,\,212939,212885
915323,/,212885,212939
915324,\,212945,212885
915325,/,212885,212945
915326,\,212946,212885
915327,/,212885,212946
915328,\,212947,212885
915329,/,212885,212947
915330,\,212948,212885
915331,/,212885,212948
915332,\,212944,212885
915333,/,212885,212944
915334,\,212942,212885
915335,/,212885,212942
915336,\,212943,212885
915337,/,212885,212943
915338,\,212895,212885
915339,/,212885,212895
915340,\,212894,212895
915341,/,212895,212894
915346,\,212896,212885
915347,/,212885,212896
915348,\,212897,212885
915349,/,212885,212897
915350,\,212898,212885
915351,/,212885,212898
915352,\,212899,212885
915353,/,212885,212899
915354,\,212901,212885
915355,/,212885,212901
915356,\,212905,212885
915357,/,212885,212905
915358,\,212908,212885
915359,/,212885,212908
915360,\,212909,212885
915361,/,212885,212909
915362,\,212920,212885
915363,/,212885,212920
915364,\,212932,212885
915365,/,212885,212932
915366,\,212935,212933
915367,/,212933,212935
915368,\,212936,212933
915369,/,212933,212936
915370,\,212934,212933
915371,/,212933,212934
915372,\,213332,213299
915373,/,213299,213332
915374,\,213335,213299
915375,/,213299,213335
915376,\,213334,213299
915377,/,213299,213334
915378,\,213336,213299
915379,/,213299,213336
915380,\,213333,213299
915381,/,213299,213333
915382,\,213322,213299
915383,/,213299,213322
915384,\,213321,213299
915385,/,213299,213321
915386,\,213326,213299
915387,/,213299,213326
915388,\,213329,213299
915389,/,213299,213329
915390,\,213330,213299
915391,/,213299,213330
915392,\,213327,213299
915393,/,213299,213327
915394,\,213328,213299
915395,/,213299,213328
915396,\,213331,213299
915397,/,213299,213331
915398,\,213360,213299
915399,/,213299,213360
915400,\,213313,213299
915401,/,213299,213313
915402,\,213319,213299
915403,/,213299,213319
915404,\,213318,213299
915405,/,213299,213318
915406,\,213320,213299
915407,/,213299,213320
915408,\,213314,213299
915409,/,213299,213314
915410,\,213315,213299
915411,/,213299,213315
915412,\,213316,213299
915413,/,213299,213316
915414,\,213317,213299
915415,/,213299,213317
915416,\,213343,213299
915417,/,213299,213343
915418,\,213344,213299
915419,/,213299,213344
915420,\,213345,213299
915421,/,213299,213345
915422,\,213342,213299
915423,/,213299,213342
915424,\,213351,213299
915425,/,213299,213351
915426,\,213352,213299
915427,/,213299,213352
915428,\,213353,213299
915429,/,213299,213353
915430,\,213346,213299
915431,/,213299,213346
915432,\,213347,213299
915433,/,213299,213347
915434,\,213348,213299
915435,/,213299,213348
915436,\,213349,213299
915437,/,213299,213349
915438,\,213350,213299
915439,/,213299,213350
915440,\,213312,213299
915441,/,213299,213312
915442,\,213311,213299
915443,/,213299,213311
915444,\,213305,213299
915445,/,213299,213305
915446,\,213306,213299
915447,/,213299,213306
915448,\,213310,213299
915449,/,213299,213310
915450,\,213307,213299
915451,/,213299,213307
915452,\,213308,213299
915453,/,213299,213308
915454,\,213339,213299
915455,/,213299,213339
915456,\,213340,213299
915457,/,213299,213340
915458,\,213338,213299
915459,/,213299,213338
915460,\,456049,213299
915461,/,213299,456049
915462,\,213355,213299
915463,/,213299,213355
915464,\,213356,213299
915465,/,213299,213356
915466,\,213337,213299
915467,/,213299,213337
915468,\,213362,213299
915469,/,213299,213362
915470,\,213361,213299
915471,/,213299,213361
915472,\,213367,213299
915473,/,213299,213367
915474,\,213365,213299
915475,/,213299,213365
915476,\,213366,213299
915477,/,213299,213366
915478,\,213363,213299
915479,/,213299,213363
915480,\,213364,213299
915481,/,213299,213364
915482,\,213369,213299
915483,/,213299,213369
915484,\,213368,213299
915485,/,213299,213368
915486,\,213357,213299
915487,/,213299,213357
915488,\,213358,213299
915489,/,213299,213358
915490,\,213359,213299
915491,/,213299,213359
915492,\,213323,213299
915493,/,213299,213323
915494,\,213325,213299
915495,/,213299,213325
915496,\,213324,213299
915497,/,213299,213324
915498,\,456050,213299
915499,/,213299,456050
915500,\,213373,213299
915501,/,213299,213373
915502,\,213382,213299
915503,/,213299,213382
915504,\,213377,213299
915505,/,213299,213377
915506,\,213375,213299
915507,/,213299,213375
915508,\,213376,213299
915509,/,213299,213376
915510,\,213378,213299
915511,/,213299,213378
915512,\,213379,213299
915513,/,213299,213379
915514,\,213372,213299
915515,/,213299,213372
915516,\,213384,213299
915517,/,213299,213384
915518,\,213381,213299
915519,/,213299,213381
915520,\,213383,213299
915521,/,213299,213383
915522,\,213385,213299
915523,/,213299,213385
915524,\,213380,213299
915525,/,213299,213380
915526,\,213370,213299
915527,/,213299,213370
915528,\,213371,213299
915529,/,213299,213371
915532,\,215595,456145
915533,/,456145,215595
915534,\,215596,456145
915535,/,456145,215596
915536,\,215597,456145
915537,/,456145,215597
915538,\,215598,456145
915539,/,456145,215598
915540,\,215594,456145
915541,/,456145,215594
915542,\,215599,456145
915543,/,456145,215599
915544,\,215585,456145
915545,/,456145,215585
915546,\,215587,456145
915547,/,456145,215587
915548,\,215586,456145
915549,/,456145,215586
915550,\,215572,456145
915551,/,456145,215572
915552,\,215573,456145
915553,/,456145,215573
915554,\,215571,456145
915555,/,456145,215571
915556,\,215589,456145
915557,/,456145,215589
915558,\,215590,456145
915559,/,456145,215590
915560,\,215592,456145
915561,/,456145,215592
915562,\,215591,456145
915563,/,456145,215591
915564,\,456153,456145
915565,/,456145,456153
915566,\,215678,456145
915567,/,456145,215678
915568,\,215679,456145
915569,/,456145,215679
915570,\,215662,456145
915571,/,456145,215662
915572,\,215673,456145
915573,/,456145,215673
915574,\,215677,456145
915575,/,456145,215677
915576,\,215580,456145
915577,/,456145,215580
915578,\,215575,456145
915579,/,456145,215575
915580,\,215576,456145
915581,/,456145,215576
915582,\,215574,456145
915583,/,456145,215574
915584,\,215577,456145
915585,/,456145,215577
915586,\,215579,456145
915587,/,456145,215579
915588,\,215608,456145
915589,/,456145,215608
915590,\,215609,456145
915591,/,456145,215609
915592,\,215610,456145
915593,/,456145,215610
915594,\,215611,456145
915595,/,456145,215611
915596,\,215612,456145
915597,/,456145,215612
915598,\,215613,456145
915599,/,456145,215613
915600,\,215564,456145
915601,/,456145,215564
915602,\,215568,456145
915603,/,456145,215568
915604,\,215569,456145
915605,/,456145,215569
915606,\,215570,456145
915607,/,456145,215570
915608,\,215565,456145
915609,/,456145,215565
915610,\,215566,456145
915611,/,456145,215566
915612,\,215567,456145
915613,/,456145,215567
915614,\,215604,456145
915615,/,456145,215604
915616,\,215605,456145
915617,/,456145,215605
915618,\,215607,456145
915619,/,456145,215607
915620,\,215606,456145
915621,/,456145,215606
915622,\,456149,456145
915623,/,456145,456149
915624,\,215683,456145
915625,/,456145,215683
915626,\,215615,456145
915627,/,456145,215615
915628,\,215616,456145
915629,/,456145,215616
915630,\,215617,456145
915631,/,456145,215617
915632,\,215619,456145
915633,/,456145,215619
915634,\,215620,456145
915635,/,456145,215620
915636,\,215603,456145
915637,/,456145,215603
915638,\,215602,456145
915639,/,456145,215602
915640,\,215600,456145
915641,/,456145,215600
915642,\,215601,456145
915643,/,456145,215601
915644,\,215680,456145
915645,/,456145,215680
915646,\,215682,456145
915647,/,456145,215682
915648,\,215681,456145
915649,/,456145,215681
915650,\,215684,456145
915651,/,456145,215684
915652,\,215685,456145
915653,/,456145,215685
915654,\,215686,456145
915655,/,456145,215686
915656,\,215687,456145
915657,/,456145,215687
915658,\,215621,456145
915659,/,456145,215621
915660,\,215623,456145
915661,/,456145,215623
915662,\,215622,456145
915663,/,456145,215622
915664,\,215588,456145
915665,/,456145,215588
915666,\,215739,456145
915667,/,456145,215739
915668,\,215740,456145
915669,/,456145,215740
915670,\,215741,456145
915671,/,456145,215741
915672,\,215738,456145
915673,/,456145,215738
915674,\,215742,456145
915675,/,456145,215742
915676,\,215745,456145
915677,/,456145,215745
