95015,पितरिशूर,n,n-----m--a,,,,/pi.t̪ə.ɹi.ɕuː.ɹə/,पितरि-शूर,0
323779,150775,प्रजाव्यृद्धपशुव्यृद्ध,a,ap----a--a,,,,/p.ɹə.d͡ʑɑːʋ.ˈjɹ̩d̪.d̪ʰə.pə.ˈɕuʋ.ˈjɹ̩d̪.d̪ʰə/,प्रजा॔-व्यृद्ध-पशु-व्यृद्ध,0
323780,,प्रजावृद्धि,n,n-----f--i,,,,/p.ɹə.d͡ʑɑː.ˈʋɹ̩d̪.d̪ʰi/,प्रजा॔-वृद्धि,0
323781,150787,प्रजायिनी,n,n-----f--ī,,,,/p.ɹə.d͡ʑɑː.ji.niː/,प्र-जायिनी,0
323782,150776,प्रजाशान्ति,n,n-----f--i,,,,/p.ɹə.d͡ʑɑː.ɕɑːn.t̪i/,प्रजा॔-शान्ति,0
323783,,प्रजीर्ण,a,ap----a--a,,,,/p.ɹə.d͡ʑiːɹ.ɳə/,प्र-जीर्ण,0
323784,150800,प्रजीवन,n,n-----n--a,,,,/p.ɹə.d͡ʑiː.ʋə.nə/,प्र-जीवन,0
323785,150801,प्रजीविन्,n,n-----m--n,,,,/p.ɹə.d͡ʑiː.ʋin/,प्र-जीविन्,0
323786,,प्रजू,v,v----d--1- v----a--9- v----a--1-,,,,/p.ɹə.d͡ʑuː/,प्र-जू,0
323787,,प्रजृम्भ्,v,v----d--1- v----a--1-,,,,/p.ɹə.d͡ʑɹ̩mbʱ/,प्र-जृम्भ्,0
323788,,प्रजॄ,v,v----d--1-,,,,/p.ɹə.d͡ʑɹ̩ː/,प्र-जॄ,0
323789,150470,प्रकच,a,ap----a--a,,,,/p.ɹə.kə.t͡ɕə/,प्र-कच,0
323790,,प्रकल्,v,v----a--0- v----d--0-,,,,/p.ɹə.kəl/,प्र-कल्,0
323791,150480,प्रकलविद्,a,ap----a--c,,,,/p.ɹə.kə.lə.ʋid̪/,प्रकल-वि॔द्,0
323792,151175,प्रकल्पक,a,ap----a--a,,ap----f--ā=>िका,,/p.ɹə.ˈkəl.pə.kə/,प्र-कल्पक,0
323793,151176,प्रकल्पन,n,n-----n--a,,,,/p.ɹə.ˈkəl.pə.nə/,प्र-कल्पन,0
323795,151177,प्रकल्पना,n,n-----f--ā,,,,/p.ɹə.ˈkəl.pə.nɑː/,प्र-कल्पना,0
323796,,प्रकल्पयितृ,n,n-----m--r,,,,/p.ɹə.ˈkəl.pə.ji.t̪ɹ̩/,प्र-कल्पयितृ॔,0
323797,,प्रकल्पित,a,ap----a--a,,,,/p.ɹə.ˈkəl.pi.t̪ə/,प्र-कल्पित,0
323798,151180,प्रकल्पिता,n,n-----f--ā,,,,/p.ɹə.ˈkəl.pi.t̪ɑː/,प्र-कल्पिता,0
323799,,प्रकल्प्य,a,ap----a--a,,,,/p.ɹə.ˈkəl.pjə/,प्र-कल्प्य,0
323800,150481,प्रकल्याण,a,ap----a--a,,,,/p.ɹə.ˈkəl.jɑː.ɳə/,प्र-कल्याण,0
323801,150479,प्रकला,n,n-----f--ā,,,,/p.ɹə.kə.lɑː/,प्र-कला,0
323802,,प्रकमन,n,n-----n--a,,,,/p.ɹə.kə.mə.nə/,प्र-कमन,0
323803,,प्रकमनीय,a,ap----a--a,,,,/p.ɹə.kə.mə.niː.jə/,प्र-कमनीय,0
323804,162325,प्रकम्प्,v,v----d--1- v----a--1-,,,,/p.ɹə.kəmp/,प्र-कम्प्,0
323805,151109,प्रकम्प,a,ap----a--a,,,,/p.ɹə.kəm.pə/,प्र-कम्प,0
323806,151110,प्रकम्प,n,n-----m--a,,,n-----f--ā=प्रकम्पआ,/p.ɹə.kəm.pə/,प्र-कम्प,0
323807,151113,प्रकम्पन,n,n-----n--a,,,n-----f--ā=प्रकम्पनआ n-----f--ī=प्रकम्पनई,/p.ɹə.kəm.pə.nə/,प्र-कम्पन,0
323811,151112,प्रकम्पन,n,n-----m--a,,,,/p.ɹə.kəm.pə.nə/,प्र-कम्पन,0
323812,150476,प्रकम्पनीय,a,ap----a--a,,,,/p.ɹə.kəm.pə.niː.jə/,प्र-कम्पनीय,0
323813,150477,प्रकम्पिन्,a,ap----a--n,,,,/p.ɹə.kəm.pin/,प्र-कम्पिन्,0
323814,151115,प्रकम्पित,n,n-----n--a,,,,/p.ɹə.kəm.pi.t̪ə/,प्र-क॔म्पित,0
323815,,प्रकम्पित,a,ap----a--a,,,,/p.ɹə.kəm.pi.t̪ə/,प्र-क॔म्पित,0
323816,150478,प्रकम्प्य,a,ap----a--a,,,,/p.ɹə.kəm.pjə/,प्र-कम्प्य,0
323817,151138,प्रकर,a,ap----a--a,,ap----f--ī=>ी,,/p.ɹə.kə.ɹə/,प्र-कर,0
323819,151165,प्रकर,n,n-----n--a,,,,/p.ɹə.kə.ɹə/,प्रकर,0
323820,151163,प्रकर,n,n-----m--a,,,,/p.ɹə.kə.ɹə/,प्र-कर,0
323823,151163,प्रकर,n,n-----m--a,,,,/p.ɹə.kə.ɹə/,प्रकर,0
323824,151141,प्रकरण,n,n-----n--a,,,,/p.ɹə.kə.ɹə.ɳə/,प्र-करण,0
323825,,प्रकरणपञ्चिका,n,n-----f--ā,,,,/p.ɹə.kə.ɹə.ɳə.pəɲ.t͡ɕi.kɑː/,प्र-करण-पञ्चिका,0
323826,,प्रकरणपाद,n,n-----m--a,,,,/p.ɹə.kə.ɹə.ɳə.pɑː.d̪ə/,प्र-करण-पाद,0
323827,207619,प्रकरणसम,n,n-----m--a,,,,/p.ɹə.kə.ɹə.ɳə.sə.mə/,प्र-करण-सम,0
323828,,प्रकरणतस्,r,rp--------,,,,/p.ɹə.kə.ɹə.ɳə.t̪əs/,प्र-करण-तस्,0
323829,,प्रकरणत्व,n,n-----n--a,,,,/p.ɹə.kə.ɹə.ˈɳət̪.ʋə/,प्र-करण-त्व,0
323830,,प्रकरणवादार्थ,n,n-----m--a,,,,/p.ɹə.kə.ɹə.ɳə.ʋɑː.d̪ɑːɹ.t̪ʰə/,प्र-करण-वादार्थ,0
323831,,प्रकरणशस्,r,rp--------,,,,/p.ɹə.kə.ɹə.ɳə.ɕəs/,प्र-करण-शस्,0
323832,,प्रकरणिका,n,n-----f--ā,,,,/p.ɹə.kə.ɹə.ɳi.kɑː/,प्र-करणिका,0
323833,,प्रकरणी,n,n-----f--ī,,,,/p.ɹə.kə.ɹə.ɳiː/,प्र-करणी,0
323834,150551,प्रकरितृ,n,n-----m--r,,,,/p.ɹə.kə.ɹi.t̪ɹ̩/,प्रकरितृ॔,0
323835,,प्रकर्तव्य,a,ap----a--a,,,,/p.ɹə.ˈkəɹ.ˈt̪əʋ.jə/,प्र-कर्तव्य,0
323836,150512,प्रकर्तृ,a,ap----a--r,,,,/p.ɹə.ˈkəɹ.t̪ɹ̩/,प्र-कर्तृ,0
323838,151164,प्रकरी,n,n-----f--ī,,,,/p.ɹə.kə.ɹiː/,प्र-करी,0
323840,151164,प्रकरी,n,n-----f--ī,,,,/p.ɹə.kə.ɹiː/,प्रकरी,0
323841,151156,प्रकर्ष,n,n-----m--a,,,,/p.ɹə.ˈkəɹ.ʂə/,प्र-कर्ष,0
323842,,प्रकर्षगमन,n,n-----n--a,,,,/p.ɹə.ˈkəɹ.ʂə.gə.mə.nə/,प्र-कर्ष-गमन,0
323843,150548,प्रकर्षक,n,n-----m--a,,,,/p.ɹə.ˈkəɹ.ʂə.kə/,प्र-कर्षक,0
323844,,प्रकर्षतन्त्र,a,ap----a--a,,,,/p.ɹə.ˈkəɹ.ʂə.t̪ən.t̪ɹə/,प्र-कर्ष-तन्त्र,0
323845,,प्रकर्षवत्,a,ap----a--c,,,,/p.ɹə.ˈkəɹ.ʂə.ʋət̪/,प्र-कर्ष-वत्,0
323852,151158,प्रकर्षण,n,n-----n--a,,,,/p.ɹə.ˈkəɹ.ʂə.ɳə/,प्र-कर्षण,0
323854,151157,प्रकर्षण,n,n-----m--a,,,,/p.ɹə.ˈkəɹ.ʂə.ɳə/,प्र-कर्षण,0
323855,150549,प्रकर्षणीय,a,ap----a--a,,,,/p.ɹə.ˈkəɹ.ʂə.ɳiː.jə/,प्र-कर्षणीय,0
323856,,प्रकर्षेण,r,rp--------,,,,/p.ɹə.ˈkəɹ.ʂeː.ɳə/,प्र-कर्षेण,0
323857,150550,प्रकर्षिन्,a,ap----a--n,,,,/p.ɹə.ˈkəɹ.ʂin/,प्र-कर्षिन्,0
323858,151159,प्रकर्षित,a,ap----a--a,,,,/p.ɹə.ˈkəɹ.ʂi.t̪ə/,प्र-कर्षित,0
323859,151160,प्रकर्षित,n,n-----n--a,,,,/p.ɹə.ˈkəɹ.ʂi.t̪ə/,प्र-कर्षित,0
333357,144196,पुषित,a,ap----a--a,,,,/pu.ʂi.t̪ə/,पुषित,0
323860,,प्रकर्षात्,r,rp--------,,,,/p.ɹə.ˈkəɹ.ʂɑːt̪/,प्र-कर्षात्,0
323861,,प्रकस्,v,v----a--1-,,,,/p.ɹə.kəs/,प्र-कस्,0
323862,,प्रकथ्,v,v----a--0- v----d--0-,,,,/p.ɹə.kət̪ʰ/,प्र-कथ्,0
323863,150473,प्रकथन,n,n-----n--a,,,,/p.ɹə.kə.t̪ʰə.nə/,प्र-कथन,0
323864,,प्रकथनम्,r,rp--------,,,,/p.ɹə.kə.t̪ʰə.nəm/,प्र-कथनम्,0
323865,150482,प्रकश,n,n-----m--a,,,,/p.ɹə.kə.ɕə/,प्र-कश॔,0
323866,150469,प्रकङ्कत,n,n-----m--a,,,,/p.ɹə.kəŋ.kə.t̪ə/,प्र-कङ्कत॔,0
323867,150472,प्रकण्व,n,n-----m--a,,,,/p.ɹə.ˈkəɳ.ʋə/,प्र-कण्व,0
323869,151107,प्रकट,n,n-----m--a,,,,/p.ɹə.kə.ʈə/,प्र-कट,0
323871,151106,प्रकट,a,ap----a--a,,ap----f--ā=>ा,,/p.ɹə.kə.ʈə/,प्र-कट,0
323872,,प्रकटम्,r,rp--------,,,,/p.ɹə.kə.ʈəm/,प्र-कटम्,0
323873,150471,प्रकटन,n,n-----n--a,,,,/p.ɹə.kə.ʈə.nə/,प्र-कटन,0
323874,,प्रकटप्रीतिवर्धन,n,n-----m--a,,,,/p.ɹə.kə.ˈʈəp.ɹiː.t̪i.ˈʋəɹ.d̪ʰə.nə/,प्र-कट-प्रीति-वर्धन,0
323875,,प्रकटरक्तान्तनयन,a,ap----a--a,,,,/p.ɹə.kə.ʈə.ˈɹək.t̪ɑːn.t̪ə.nə.jə.nə/,प्र-कट-रक्तान्त-नयन,0
323876,,प्रकटवैकृत,a,ap----a--a,,ap----f--ā=>ा,,/p.ɹə.kə.ʈə.ʋɑːi.kɹ̩.t̪ə/,प्र-कट-वैकृत,0
323878,,प्रकटशीर्ष,a,ap----a--a,,,,/p.ɹə.kə.ʈə.ɕiːɹ.ʂə/,प्र-कट-शीर्ष,0
323879,,प्रकटित,a,ap----a--a,,,,/p.ɹə.kə.ʈi.t̪ə/,प्र-कटित,0
323880,,प्रकटितहताशेषतमस्,a,ap----a-sa,,,,/p.ɹə.kə.ʈi.t̪ə.ɦə.t̪ɑː.ɕeː.ʂə.t̪ə.məs/,प्र-कटित-हताशेष-तमस्,0
323881,,प्रकटाप्रकट,a,ap----a--a,,ap----f--ā=>ा,,/p.ɹə.kə.ʈɑːp.ɹə.kə.ʈə/,प्रकटाप्रकट,0
323883,,प्रकटी,r,rp--------,,,,/p.ɹə.kə.ʈiː/,प्र-कटी,0
323884,174316,प्रकटीभू,v,v----a--1-,,,,/p.ɹə.kə.ʈiː.bʱuː/,प्र-कटी-भू,0
323885,,प्रकटीभूत,a,ap----a--a,,,,/p.ɹə.kə.ʈiː.bʱuː.t̪ə/,प्र-कटी-भूत,0
323886,165610,प्रकटीकरण,n,n-----n--a,,,,/p.ɹə.kə.ʈiː.kə.ɹə.ɳə/,प्र-कटी-करण,0
323887,169332,प्रकटीकृ,v,v----a--8-,,,,/p.ɹə.kə.ʈiː.kɹ̩/,प्र-कटी-कृ,0
323888,,प्रकटीकृत,a,ap----a--a,,,,/p.ɹə.kə.ʈiː.kɹ̩.t̪ə/,प्र-कटी-कृत,0
323889,150556,प्रकेत,n,n-----m--a,,,,/p.ɹə.keː.t̪ə/,प्र-केत॔,0
323890,150557,प्रकेतन,n,n-----n--a,,,,/p.ɹə.keː.t̪ə.nə/,प्र-केतन,0
323891,150600,प्रखल,n,n-----m--a,,,,/p.ɹə.kʰə.lə/,प्र-खल,0
323892,,प्रखन्,v,v----a--1- v----d--1-,,,,/p.ɹə.kʰən/,प्र-खन्,0
323894,151198,प्रखर,a,ap----a--a,,,,/p.ɹə.kʰə.ɹə/,प्र-खर,0
323895,151199,प्रखर,n,n-----m--a,,,,/p.ɹə.kʰə.ɹə/,प्र-खर,0
323897,,प्रखिद्,v,v----a--6- v----d--7- v----d--4- v----a--4-,,,,/p.ɹə.kʰid̪/,प्र-खिद्,0
323898,162359,प्रखुद्,v,v----a--6-,,,,/p.ɹə.kʰud̪/,प्र-खुद्,0
323899,151200,प्रख्य,a,ap----a--a,,,,/p.ˈɹəkʰ.jə/,प्र-ख्य॔,0
323900,150602,प्रख्यस्,n,n-----m-sa,,,,/p.ˈɹəkʰ.jəs/,प्र-ख्यस्,0
323902,151201,प्रख्या,n,n-----f--ā,,,,/p.ˈɹəkʰ.jɑː/,प्र-ख्या,0
323903,,प्रख्या,v,v----a--2- v----d--2-,,,,/p.ˈɹəkʰ.jɑː/,प्र-ख्या,0
323906,150604,प्रख्यान,n,n-----n--a,,,,/p.ˈɹəkʰ.jɑː.nə/,प्र-ख्यान,0
323907,150605,प्रख्यानीय,a,ap----a--a,,,,/p.ˈɹəkʰ.jɑː.niː.jə/,प्र-ख्यानीय,0
323908,150606,प्रख्यापन,n,n-----n--a,,,,/p.ˈɹəkʰ.jɑː.pə.nə/,प्र-ख्यापन,0
323909,150607,प्रख्यापनीय,a,ap----a--a,,,,/p.ˈɹəkʰ.jɑː.pə.niː.jə/,प्र-ख्यापनीय,0
323910,,प्रख्यापित,a,ap----a--a,,,,/p.ˈɹəkʰ.jɑː.pi.t̪ə/,प्र-ख्यापित,0
323911,,प्रख्यात,a,ap----a--a,,,,/p.ˈɹəkʰ.jɑː.t̪ə/,प्र-ख्यात,0
323912,,प्रख्यातबलवीर्य,a,ap----a--a,,,,/p.ˈɹəkʰ.jɑː.t̪ə.bə.lə.ʋiːɹ.jə/,प्र-ख्यात-बल-वीर्य,0
323913,,प्रख्यातभाण्ड,n,n-----n--a,,,,/p.ˈɹəkʰ.jɑː.t̪ə.bʱɑːɳ.ɖə/,प्र-ख्यात-भाण्ड,0
323914,,प्रख्यातसद्भर्तृ,n,n-----m--r,,,,/p.ˈɹəkʰ.jɑː.t̪ə.ˈsəd̪.ˈbʱəɹ.t̪ɹ̩/,प्र-ख्यात-सद्-भर्तृ,0
323915,,प्रख्यातवप्तृक,a,ap----a--a,,,,/p.ˈɹəkʰ.jɑː.t̪ə.ˈʋəp.t̪ɹ̩.kə/,प्र-ख्यात-वप्तृक,0
323916,150603,प्रख्याति,n,n-----f--i,,,,/p.ˈɹəkʰ.jɑː.t̪i/,प्र-ख्याति,0
323917,150609,प्रख्यायमान,a,ap----a--a,,,,/p.ˈɹəkʰ.jɑː.jə.mɑː.nə/,प्र-ख्यायमान,0
323918,,प्रखाद्,v,v----a--1- v----d--1-,,,,/p.ɹə.kʰɑːd̪/,प्र-खाद्,0
323919,150601,प्रखाद,a,ap----a--a,,,,/p.ɹə.kʰɑː.d̪ə/,प्र-खाद॔,0
323920,150552,प्रकिरण,n,n-----n--a,,,,/p.ɹə.ki.ɹə.ɳə/,प्रकिरण,0
323921,150561,प्रक्खर,n,n-----m--a,,,,/p.ˈɹək.kʰə.ɹə/,प्रक्खर,0
323922,151186,प्रक्लेद,n,n-----m--a,,,,/p.ˈɹək.leː.d̪ə/,प्र-क्लेद,0
323923,150575,प्रक्लेदन,a,ap----a--a,,,,/p.ˈɹək.leː.d̪ə.nə/,प्र-क्लेदन,0
323924,,प्रक्लेदवत्,a,ap----a--c,,,,/p.ˈɹək.leː.d̪ə.ʋət̪/,प्र-क्लेद-वत्,0
323925,151187,प्रक्लेदिन्,a,ap----a--n,,,,/p.ˈɹək.leː.d̪in/,प्र-क्लेदिन्,0
323926,,प्रक्लेदित्व,n,n-----n--a,,,,/p.ˈɹək.leː.ˈd̪it̪.ʋə/,प्र-क्लेदि-त्व,0
323927,,प्रक्लिद्,v,v----d--4- v----a--4-,,,,/p.ˈɹək.lid̪/,प्र-क्लिद्,0
323928,151185,प्रक्लिन्न,a,ap----a--a,,,,/p.ˈɹək.lin.nə/,प्र-क्लिन्न,0
323929,,प्रक्लिन्नहृदयेक्षण,a,ap----a--a,,,,/p.ˈɹək.lin.nə.ɦɹ̩.d̪ə.jeːk.ʂə.ɳə/,प्र-क्लिन्न-हृदयेक्षण,0
323930,,प्रक्लिन्नत्व,n,n-----n--a,,,,/p.ˈɹək.lin.ˈnət̪.ʋə/,प्र-क्लिन्न-त्व,0
323931,,प्रक्लिन्नवर्त्मन्,n,n-----n--n,,,,/p.ˈɹək.lin.nə.ˈʋəɹt̪.mən/,प्र-क्लिन्न-वर्त्मन्,0
323932,,प्रक्लिश्,v,v----a--9- v----a--4- v----d--4-,,,,/p.ˈɹək.liɕ/,प्र-क्लिश्,0
323933,150500,प्रकोप,n,n-----m--a,,,,/p.ɹə.koː.pə/,प्र-कोप,0
323935,151137,प्रकोपन,n,n-----n--a,,,,/p.ɹə.koː.pə.nə/,प्र-कोपन,0
323936,151136,प्रकोपन,a,ap----a--a,,ap----f--ī=>ी,,/p.ɹə.koː.pə.nə/,प्र-कोपन,0
323937,150503,प्रकोपनीय,a,ap----a--a,,,,/p.ɹə.koː.pə.niː.jə/,प्र-कोपनीय,0
323938,,प्रकोपण,n,n-----n--a,,,,/p.ɹə.koː.pə.ɳə/,प्र-कोपण,0
323940,,प्रकोपण,a,ap----a--a,,ap----f--ī=>ी,,/p.ɹə.koː.pə.ɳə/,प्र-कोपण,0
323941,150502,प्रकोपणीय,a,ap----a--a,,,,/p.ɹə.koː.pə.ɳiː.jə/,प्र-कोपणीय,0
323942,150506,प्रकोपिन्,a,ap----a--n,,,,/p.ɹə.koː.pin/,प्र-कोपिन्,0
323943,,प्रकोपित,a,ap----a--a,,,,/p.ɹə.koː.pi.t̪ə/,प्र-कोपित,0
323944,150505,प्रकोपितृ,a,ap----a--r,,,,/p.ɹə.koː.pi.t̪ɹ̩/,प्र-कोपितृ,0
323945,,प्रकोथ,a,ap----a--a,,,,/p.ɹə.koː.t̪ʰə/,प्र-कोथ,0
323946,151135,प्रकोथ,n,n-----m--a,,,,/p.ɹə.koː.t̪ʰə/,प्र-कोथ,0
323947,,प्रकोथोदक,n,n-----n--a,,,,/p.ɹə.koː.t̪ʰoː.d̪ə.kə/,प्र-कोथोदक,0
323948,150560,प्रकोष्णा,n,n-----f--ā,,,,/p.ɹə.koːʂ.ɳɑː/,प्रकोष्णा,0
323949,150558,प्रकोष्ठ,n,n-----m--a,,,,/p.ɹə.koːʂ.ʈʰə/,प्र-कोष्ठ,0
323950,150559,प्रकोष्ठक,n,n-----m--a,,,,/p.ɹə.koːʂ.ʈʰə.kə/,प्र-कोष्ठक,0
323951,,प्रक्रम्,v,v----a--1- v----d--1- v----a--4- v----d--4-,,,,/p.ˈɹək.ɹəm/,प्र-क्रम्,0
323952,151182,प्रक्रम,n,n-----m--a,,,n-----f--ā=प्रक्रमआ,/p.ˈɹək.ɹə.mə/,प्र-क्रम॔,0
323953,,प्रक्रमभङ्ग,n,n-----m--a,,,,/p.ˈɹək.ɹə.mə.bʱəŋ.gə/,प्र-क्रम॔-भङ्ग,0
323954,,प्रक्रमभङ्गवत्,a,ap----a--c,,,,/p.ˈɹək.ɹə.mə.bʱəŋ.gə.ʋət̪/,प्र-क्रम॔-भङ्गवत्,0
323955,,प्रक्रमतृतीय,n,n-----n--a,,,,/p.ˈɹək.ɹə.mə.t̪ɹ̩.t̪iː.jə/,प्र-क्रम॔-तृतीय,0
323956,,प्रक्रमविरुद्ध,a,ap----a--a,,,,/p.ˈɹək.ɹə.mə.ʋi.ˈɹud̪.d̪ʰə/,प्र-क्रम॔-विरुद्ध,0
323957,150563,प्रक्रमण,n,n-----n--a,,,,/p.ˈɹək.ɹə.mə.ɳə/,प्र-क्रमण,0
323958,150564,प्रक्रमणीय,a,ap----a--a,,,,/p.ˈɹək.ɹə.mə.ɳiː.jə/,प्र-क्रमणीय,0
323959,,प्रक्रमितव्य,a,ap----a--a,,,,/p.ˈɹək.ɹə.mi.ˈt̪əʋ.jə/,प्र-क्रमितव्य,0
323960,,प्रक्रमितृ,n,n-----m--r,,,,/p.ˈɹək.ɹə.mi.t̪ɹ̩/,प्र-क्रमितृ,0
323961,,प्रक्रम्य,a,ap----a--a,,,,/p.ˈɹək.ɹəm.jə/,प्र-क्रम्य,0
323962,,प्रक्रन्द्,v,v----a--1- v----d--1-,,,,/p.ˈɹək.ɹənd̪/,प्र-क्रन्द्,0
323963,150562,प्रक्रन्तृ,n,n-----m--r,,,,/p.ˈɹək.ɹən.t̪ɹ̩/,प्र-क्रन्तृ,0
323964,150569,प्रक्रय,n,n-----m--a,,,,/p.ˈɹək.ɹə.jə/,प्र-क्रय,0
323965,151146,प्रक्रिया,n,n-----f--ā,,,,/p.ˈɹək.ɹi.jɑː/,प्र-क्रिया,0
323966,,प्रक्रियाभूषण,n,n-----n--a,,,,/p.ˈɹək.ɹi.jɑː.bʱuː.ʂə.ɳə/,प्र-क्रिया-भूषण,0
323967,,प्रक्रियाकौमुदी,n,n-----f--ī,,,,/p.ˈɹək.ɹi.jɑː.ˈkəौ.mu.d̪iː/,प्र-क्रिया-कौमुदी,0
323968,,प्रक्रियाकौमुदीवृत्ति,n,n-----f--i,,,,/p.ˈɹək.ɹi.jɑː.ˈkəौ.mu.d̪iː.ˈʋɹ̩t̪.t̪i/,प्र-क्रिया-कौमुदी-वृत्ति,0
323969,,प्रक्रियामञ्जरी,n,n-----f--ī,,,,/p.ˈɹək.ɹi.jɑː.məɲ.d͡ʑə.ɹiː/,प्र-क्रिया-मञ्जरी,0
323970,,प्रक्रियाप्रदीप,n,n-----m--a,,,,/p.ˈɹək.ɹi.jɑːp.ɹə.d̪iː.pə/,प्र-क्रिया-प्रदीप,0
323971,,प्रक्रियारत्न,n,n-----n--a,,,,/p.ˈɹək.ɹi.jɑː.ˈɹət̪.nə/,प्र-क्रिया-रत्न,0
323972,,प्रक्रियारूपावली,n,n-----f--ī,,,,/p.ˈɹək.ɹi.jɑː.ɹuː.pɑː.ʋə.liː/,प्र-क्रिया-रूपावली,0
323973,,प्रक्रियार्णव,n,n-----m--a,,,,/p.ˈɹək.ɹi.jɑːɹ.ɳə.ʋə/,प्र-क्रियार्णव,0
323974,,प्रक्रियासर्वस्व,n,n-----n--a,,,,/p.ˈɹək.ɹi.jɑː.ˈsəɹ.ˈʋəs.ʋə/,प्र-क्रिया-सर्वस्व,0
323975,,प्रक्रियासंग्रह,n,n-----m--a,,,,/p.ˈɹək.ɹi.jɑː.səŋ.gɹə.ɦə/,प्र-क्रिया-संग्रह,0
323976,,प्रक्रियासार,n,n-----m--a,,,,/p.ˈɹək.ɹi.jɑː.sɑː.ɹə/,प्र-क्रिया-सार,0
323977,,प्रक्रियाञ्जनटीका,n,n-----f--ā,,,,/p.ˈɹək.ɹi.jɑːɲ.d͡ʑə.nə.ʈiː.kɑː/,प्र-क्रियाञ्जन-टीका,0
323978,150574,प्रक्रोश,n,n-----m--a,,,,/p.ˈɹək.ɹoː.ɕə/,प्र-क्रोश,0
323979,,प्रक्रुश्,v,v----a--1- v----d--1-,,,,/p.ˈɹək.ɹuɕ/,प्र-क्रुश्,0
335292,93472,पात,n,n-----m--a,,,,/pɑː.t̪ə/,पात,0
323980,150568,प्रक्रामणी,n,n-----f--ī,,,,/p.ˈɹək.ɹɑː.mə.ɳiː/,प्र-क्रामणी,0
323982,,प्रक्रान्त,a,ap----a--a,,,,/p.ˈɹək.ɹɑːn.t̪ə/,प्र-क्रान्त,0
323983,151184,प्रक्रान्त,n,n-----n--a,,,,/p.ˈɹək.ɹɑːn.t̪ə/,प्र-क्रान्त,0
323984,,प्रक्रान्तत्व,n,n-----n--a,,,,/p.ˈɹək.ɹɑːn.ˈt̪ət̪.ʋə/,प्र-क्रान्त-त्व,0
323985,150570,प्रक्री,a,ap----a--ī,,,,/p.ˈɹək.ɹiː/,प्र-क्री॔,0
323986,,प्रक्रीड्,v,v----a--1- v----d--1-,,,,/p.ˈɹək.ɹiːɖ/,प्र-क्रीड्,0
323987,150571,प्रक्रीड,n,n-----m--a,,,,/p.ˈɹək.ɹiː.ɖə/,प्र-क्रीड॔,0
