,+c,464661,226867
1383282,-c,234152,457027
1383283,+c,457027,234158
1383284,-c,234158,457027
1383285,+c,457027,234154
1383286,-c,234154,457027
1383287,+c,457027,234156
1383288,-c,234156,457027
1383289,+c,457027,234157
1383290,-c,234157,457027
1383291,+c,457027,234133
1383292,-c,234133,457027
1383293,+c,457027,234134
1383294,-c,234134,457027
1383295,+c,457027,234131
1383296,-c,234131,457027
1383297,+c,457027,234132
1383298,-c,234132,457027
1383299,+c,457027,234144
1383300,-c,234144,457027
1383301,+c,457027,234145
1383302,-c,234145,457027
1383303,+c,457027,234146
1383304,-c,234146,457027
1383305,+c,457027,234159
1383306,-c,234159,457027
1383307,+c,457027,234160
1383308,-c,234160,457027
1383309,+c,457027,234162
1383310,-c,234162,457027
1383311,+c,457027,234178
1383312,-c,234178,457027
1383313,+c,457027,234168
1383314,-c,234168,457027
1383315,+c,282893,234168
1383316,-c,234168,282893
1383317,+c,457027,234167
1383318,-c,234167,457027
1383319,+c,457027,234174
1383320,-c,234174,457027
1383321,+c,457027,234175
1383322,-c,234175,457027
1383323,+c,457027,234170
1383324,-c,234170,457027
1383325,+c,457027,234170
1383326,-c,234170,457027
1383327,+c,457027,234172
1383328,-c,234172,457027
1383329,+c,457027,234163
1383330,-c,234163,457027
1383331,+c,232008,234163
1383332,-c,234163,232008
1383333,+c,457027,234164
1383334,-c,234164,457027
1383335,+c,232008,234164
1383336,-c,234164,232008
1383337,+c,457027,234166
1383338,-c,234166,457027
1383339,+c,232008,234166
1383340,-c,234166,232008
1383341,+c,457027,234165
1383342,-c,234165,457027
1383343,+c,232008,234165
1383344,-c,234165,232008
1383345,+c,457027,234169
1383346,-c,234169,457027
1383347,+c,287257,234169
1383348,-c,234169,287257
1383349,+c,457027,234176
1383350,-c,234176,457027
1383351,+c,407487,234176
1383352,-c,234176,407487
1383353,+c,457027,234177
1383354,-c,234177,457027
1383355,+c,407487,234177
1383356,-c,234177,407487
1383357,+c,457027,234173
1383358,-c,234173,457027
1383359,+c,457027,234182
1383360,-c,234182,457027
1383361,+c,407487,234182
1383362,-c,234182,407487
1383363,+c,457027,234183
1383364,-c,234183,457027
1383365,+c,457027,234184
1383366,-c,234184,457027
1383367,+c,457027,234185
1383368,-c,234185,457027
1383369,+c,457027,234186
1383370,-c,234186,457027
1383371,+c,457027,234188
1383372,-c,234188,457027
1383373,+c,373449,234188
1383374,-c,234188,373449
1383375,+c,457027,234187
1383376,-c,234187,457027
1383377,+c,373449,234187
1383378,-c,234187,373449
1383379,+c,457027,234180
1383380,-c,234180,457027
1383381,+c,373440,234180
1383382,-c,234180,373440
1383383,+c,457027,234181
1383384,-c,234181,457027
1383385,+c,373440,234181
1383386,-c,234181,373440
1383387,+c,407487,234181
1383388,-c,234181,407487
1383389,+c,457027,234179
1383390,-c,234179,457027
1383391,+c,457027,234161
1383392,-c,234161,457027
1383393,+c,457027,234189
1383394,-c,234189,457027
1383395,+c,457027,234135
1383396,-c,234135,457027
1383397,+c,360124,234135
1383398,-c,234135,360124
1383399,+c,457027,234137
1383400,-c,234137,457027
1383401,+c,457027,234143
1383402,-c,234143,457027
1383403,+c,457027,234138
1383404,-c,234138,457027
1383405,+c,457027,234139
1383406,-c,234139,457027
1383407,+c,457027,234140
1383408,-c,234140,457027
1383409,+c,457027,234142
1383410,-c,234142,457027
1383411,+c,463707,234142
1383412,-c,234142,463707
1383413,+c,457027,234141
1383414,-c,234141,457027
1383415,+c,463707,234141
1383416,-c,234141,463707
1383417,+c,457027,234136
1383418,-c,234136,457027
1383419,+c,457027,234147
1383420,-c,234147,457027
1383423,+c,457027,234148
1383424,-c,234148,457027
1383425,+c,457027,234149
1383426,-c,234149,457027
1383427,+c,457027,233897
1383428,-c,233897,457027
1383429,+c,262673,233897
1383430,-c,233897,262673
1383431,+c,457027,233896
1383432,-c,233896,457027
1383433,+c,457027,233894
1383434,-c,233894,457027
1383435,+c,457027,233873
1383436,-c,233873,457027
1383437,+c,457027,233895
1383438,-c,233895,457027
1383439,+c,457027,233899
1383440,-c,233899,457027
1383441,+c,458770,233899
1383442,-c,233899,458770
1383443,+c,457027,233900
1383444,-c,233900,457027
1383445,+c,457027,233898
1383446,-c,233898,457027
1383447,+c,263867,233898
1383448,-c,233898,263867
1383449,+c,234395,234396
1383450,-c,234396,234395
1383451,+c,234452,234453
1383452,-c,234453,234452
1383453,+c,284630,234453
1383454,-c,234453,284630
1383455,+c,234458,234463
1383456,-c,234463,234458
1383457,+c,275400,234463
1383458,-c,234463,275400
1383459,+c,234458,234462
1383460,-c,234462,234458
1383461,+c,234458,234461
1383462,-c,234461,234458
1383465,+c,234458,234460
1383466,-c,234460,234458
1383467,+c,268776,234460
1383468,-c,234460,268776
1383469,+c,234458,234465
1383470,-c,234465,234458
1383471,+c,234458,234464
1383472,-c,234464,234458
1383473,+c,462310,234464
1383474,-c,234464,462310
1383475,+c,234458,234459
1383476,-c,234459,234458
1383477,+c,231970,234459
1383478,-c,234459,231970
1383479,+c,234458,234466
1383480,-c,234466,234458
1383481,+c,269437,234385
1383482,-c,234385,269437
1383483,+c,269437,234388
1383484,-c,234388,269437
1383485,+c,234401,234403
1383486,-c,234403,234401
1383487,+c,234401,234404
1383488,-c,234404,234401
1383491,+c,234401,234402
1383492,-c,234402,234401
1383493,+c,231455,234402
1383494,-c,234402,231455
1383495,+c,234401,234410
1383496,-c,234410,234401
1383497,+c,234401,234411
1383498,-c,234411,234401
1383499,+c,410310,234411
1383500,-c,234411,410310
1383501,+c,234401,234405
1383502,-c,234405,234401
1383503,+c,463136,234405
1383504,-c,234405,463136
1383505,+c,234401,234408
1383506,-c,234408,234401
1383507,+c,388349,234408
1383508,-c,234408,388349
1383509,+c,234401,234409
1383510,-c,234409,234401
1383511,+c,234401,234407
1383512,-c,234407,234401
1383513,+c,299647,234407
1383514,-c,234407,299647
1383515,+c,234401,234406
1383516,-c,234406,234401
1383517,+c,234413,234414
1383518,-c,234414,234413
1383519,+c,234399,234400
1383520,-c,234400,234399
1383521,+c,234417,234418
1383522,-c,234418,234417
1383523,+c,300505,234418
1383524,-c,234418,300505
1383525,+c,234436,234437
1383526,-c,234437,234436
1383527,+c,234439,234440
1383528,-c,234440,234439
1383529,+c,232008,234438
1383530,-c,234438,232008
1383531,+c,234422,234423
1383532,-c,234423,234422
1383533,+c,234426,234427
1383534,-c,234427,234426
1383537,+c,234426,234428
1383538,-c,234428,234426
1383539,+c,234426,234429
1383540,-c,234429,234426
1383541,+c,234426,234430
1383542,-c,234430,234426
1383543,+c,234426,234432
1383544,-c,234432,234426
1383545,+c,336622,234432
1383546,-c,234432,336622
1383547,+c,234426,234431
1383548,-c,234431,234426
1383549,+c,234350,234351
1383550,-c,234351,234350
1383551,+c,378440,234364
1383552,-c,234364,378440
1383553,+c,464661,234363
1383554,-c,234363,464661
1383555,+c,234365,234366
1383556,-c,234366,234365
1383557,+c,460969,234366
1383558,-c,234366,460969
1383559,+c,318101,234330
1383560,-c,234330,318101
1383561,+c,378440,234343
1383562,-c,234343,378440
1383563,+c,234456,234457
1383564,-c,234457,234456
1383565,+c,460457,234457
1383566,-c,234457,460457
1383567,+c,457037,234468
1383568,-c,234468,457037
1383569,+c,282893,234490
1383570,-c,234490,282893
1383571,+c,259173,234487
1383572,-c,234487,259173
1383573,+c,462310,234498
1383574,-c,234498,462310
1383575,+c,460657,234493
1383576,-c,234493,460657
1383581,+c,282507,234543
1383582,-c,234543,282507
1383583,+c,282809,234544
1383584,-c,234544,282809
1383585,+c,284630,234546
1383586,-c,234546,284630
1383589,+c,269372,234535
1383590,-c,234535,269372
1383591,+c,429469,234596
1383592,-c,234596,429469
1383593,+c,378440,234576
1383594,-c,234576,378440
1383595,+c,464661,234574
1383596,-c,234574,464661
1383597,+c,464661,234575
1383598,-c,234575,464661
1383599,+c,307209,234552
1383600,-c,234552,307209
1383601,+c,317972,234554
1383602,-c,234554,317972
1383603,+c,334266,234560
1383604,-c,234560,334266
1383605,+c,462149,234557
1383606,-c,234557,462149
1383607,+c,456789,234515
1383608,-c,234515,456789
1383609,+c,456958,234518
1383610,-c,234518,456958
1383611,+c,232008,234519
1383612,-c,234519,232008
1383613,+c,233070,234520
1383614,-c,234520,233070
1383615,+c,460661,234551
1383616,-c,234551,460661
1383617,+c,408092,234590
1383618,-c,234590,408092
1383619,+c,409918,234592
1383620,-c,234592,409918
1383621,+c,233204,234561
1383622,-c,234561,233204
1383623,+c,288863,234549
1383624,-c,234549,288863
1383625,+c,386002,234578
1383626,-c,234578,386002
1383627,+c,389291,234580
1383628,-c,234580,389291
1383629,+c,403459,234588
1383630,-c,234588,403459
1383631,+c,465545,234584
1383632,-c,234584,465545
1383633,+c,354375,234565
1383634,-c,234565,354375
1383637,+c,463984,234570
1383638,-c,234570,463984
1383639,+c,328947,234619
1383640,-c,234619,328947
1383641,+c,457039,234631
1383642,-c,234631,457039
1383643,+c,457040,234603
1383644,-c,234603,457040
1383645,+c,457040,234600
1383646,-c,234600,457040
1383647,+c,457040,234599
1383648,-c,234599,457040
1383649,+c,457040,234608
1383650,-c,234608,457040
1383651,+c,457040,234609
1383652,-c,234609,457040
1383653,+c,457040,234598
1383654,-c,234598,457040
1383655,+c,457040,234606
1383656,-c,234606,457040
1383657,+c,457040,234607
1383658,-c,234607,457040
1383659,+c,344231,234607
1383660,-c,234607,344231
1383661,+c,457040,234601
1383662,-c,234601,457040
1383663,+c,234633,234636
1383664,-c,234636,234633
1383665,+c,259799,234636
1383666,-c,234636,259799
1383667,+c,234633,234638
1383668,-c,234638,234633
1383669,+c,464661,234638
1383670,-c,234638,464661
1383671,+c,234633,234637
1383672,-c,234637,234633
1383673,+c,234633,234635
1383674,-c,234635,234633
1383675,+c,234654,234655
1383676,-c,234655,234654
1383677,+c,271560,234655
1383678,-c,234655,271560
1383679,+c,234654,234656
1383680,-c,234656,234654
1383681,+c,234654,234658
1383682,-c,234658,234654
1383683,+c,234654,234657
1383684,-c,234657,234654
1383685,+c,234654,234659
1383686,-c,234659,234654
1383687,+c,234654,234660
1383688,-c,234660,234654
1383689,+c,467592,234660
1383690,-c,234660,467592
1383691,+c,460657,234649
1383692,-c,234649,460657
1383693,+c,458770,234648
1383694,-c,234648,458770
1383695,+c,242445,227957
1383696,-c,227957,242445
1383697,+c,318035,228862
1383698,-c,228862,318035
1383699,+c,410618,229575
1383700,-c,229575,410618
1383701,+c,288229,228800
1383702,-c,228800,288229
1383703,+c,228746,228752
1383704,-c,228752,228746
1383705,+c,228746,228758
1383706,-c,228758,228746
1383707,+c,282797,228758
1383708,-c,228758,282797
1383709,+c,228746,228759
1383710,-c,228759,228746
1383711,+c,284630,228759
1383712,-c,228759,284630
1383713,+c,228746,228749
1383714,-c,228749,228746
1383715,+c,228746,228754
1383716,-c,228754,228746
1383717,+c,228746,228747
1383718,-c,228747,228746
1383719,+c,228746,228753
1383720,-c,228753,228746
1383721,+c,460457,228753
1383722,-c,228753,460457
1383723,+c,228766,228767
1383724,-c,228767,228766
1383725,+c,378440,228767
1383726,-c,228767,378440
1383727,+c,464661,228776
1383728,-c,228776,464661
1383729,+c,282809,228788
1383730,-c,228788,282809
1383731,+c,300703,228789
1383732,-c,228789,300703
1383733,+c,283133,229625
1383734,-c,229625,283133
1383735,+c,272156,228619
1383736,-c,228619,272156
1383737,+c,430970,228616
1383738,-c,228616,430970
1383739,+c,378440,228638
1383740,-c,228638,378440
1383741,+c,464661,228637
1383742,-c,228637,464661
1383743,+c,251753,228615
1383744,-c,228615,251753
1383745,+c,251621,228612
1383746,-c,228612,251621
1383747,+c,457879,228610
1383748,-c,228610,457879
1383749,+c,462401,228632
1383750,-c,228632,462401
1383751,+c,331960,228631
1383752,-c,228631,331960
1383753,+c,258562,228628
1383754,-c,228628,258562
1383755,+c,300505,228642
1383756,-c,228642,300505
1383757,+c,386286,228640
1383758,-c,228640,386286
1383759,+c,466116,228644
1383760,-c,228644,466116
1383761,+c,426799,228646
1383762,-c,228646,426799
1383763,+c,328947,228739
1383764,-c,228739,328947
1383765,+c,228647,228668
1383766,-c,228668,228647
1383767,+c,272156,228668
1383768,-c,228668,272156
1383769,+c,228647,228667
1383770,-c,228667,228647
1383771,+c,228647,228666
1383772,-c,228666,228647
1383773,+c,228647,228659
1383774,-c,228659,228647
1383775,+c,228647,228654
1383776,-c,228654,228647
1383777,+c,228647,228653
1383778,-c,228653,228647
1383779,+c,228647,228655
1383780,-c,228655,228647
1383781,+c,237212,228655
1383782,-c,228655,237212
1383783,+c,228647,228656
1383784,-c,228656,228647
1383785,+c,228647,228663
1383786,-c,228663,228647
1383787,+c,459068,228663
1383788,-c,228663,459068
1383789,+c,228647,228665
1383790,-c,228665,228647
1383791,+c,459068,228665
1383792,-c,228665,459068
1383793,+c,378440,228665
1383794,-c,228665,378440
1383795,+c,228647,228664
1383796,-c,228664,228647
1383797,+c,459068,228664
1383798,-c,228664,459068
1383799,+c,464661,228664
1383800,-c,228664,464661
1383801,+c,228647,228713
1383802,-c,228713,228647
1383803,+c,228647,228711
1383804,-c,228711,228647
1383805,+c,228647,228657
1383806,-c,228657,228647
1383807,+c,228647,228658
1383808,-c,228658,228647
1383809,+c,228647,228680
1383810,-c,228680,228647
1383811,+c,228647,228687
1383812,-c,228687,228647
1383813,+c,336842,228687
1383814,-c,228687,336842
1383815,+c,228647,228688
1383816,-c,228688,228647
1383817,+c,228647,228689
1383818,-c,228689,228647
1383819,+c,228647,228682
1383820,-c,228682,228647
1383821,+c,228647,228683
1383822,-c,228683,228647
1383823,+c,228647,228681
1383824,-c,228681,228647
1383825,+c,228647,228684
1383826,-c,228684,228647
1383827,+c,228647,228685
1383828,-c,228685,228647
1383829,+c,389945,228685
1383830,-c,228685,389945
1383831,+c,228647,228686
1383832,-c,228686,228647
1383833,+c,330964,228686
1383834,-c,228686,330964
1383835,+c,228647,228652
1383836,-c,228652,228647
1383837,+c,228647,228648
1383838,-c,228648,228647
1383839,+c,456827,228648
1383840,-c,228648,456827
1383841,+c,228647,228649
1383842,-c,228649,228647
1383843,+c,228647,228650
1383844,-c,228650,228647
1383845,+c,456958,228650
1383846,-c,228650,456958
1383847,+c,228647,228651
1383848,-c,228651,228647
1383849,+c,228647,228674
1383850,-c,228674,228647
1383851,+c,228647,228673
1383852,-c,228673,228647
1383853,+c,460502,228673
1383854,-c,228673,460502
1383855,+c,228647,228671
1383856,-c,228671,228647
1383857,+c,228647,228672
1383858,-c,228672,228647
1383859,+c,228647,228676
1383860,-c,228676,228647
1383861,+c,228647,228677
1383862,-c,228677,228647
1383863,+c,228647,228678
1383864,-c,228678,228647
1383865,+c,228647,228679
1383866,-c,228679,228647
1383867,+c,228647,228675
1383868,-c,228675,228647
1383869,+c,299649,228675
1383870,-c,228675,299649
1383871,+c,228647,228722
1383872,-c,228722,228647
1383873,+c,466594,228722
1383874,-c,228722,466594
1383875,+c,228647,228696
1383876,-c,228696,228647
1383877,+c,228647,228697
1383878,-c,228697,228647
1383879,+c,340138,228697
1383880,-c,228697,340138
1383881,+c,228647,228698
1383882,-c,228698,228647
1383883,+c,340154,228698
1383884,-c,228698,340154
1383885,+c,228647,228690
1383886,-c,228690,228647
1383887,+c,228647,228691
1383888,-c,228691,228647
1383889,+c,339463,228691
1383890,-c,228691,339463
1383891,+c,228647,228692
1383892,-c,228692,228647
1383893,+c,339505,228692
1383894,-c,228692,339505
1383895,+c,228647,228693
1383896,-c,228693,228647
1383897,+c,339505,228693
1383898,-c,228693,339505
1383899,+c,228647,228694
1383900,-c,228694,228647
1383901,+c,339505,228694
1383902,-c,228694,339505
1383903,+c,228647,228695
1383904,-c,228695,228647
1383905,+c,228647,228699
1383906,-c,228699,228647
1383907,+c,342326,228699
1383908,-c,228699,342326
1383909,+c,228647,228670
1383910,-c,228670,228647
1383911,+c,287550,228670
1383912,-c,228670,287550
1383913,+c,228647,228715
1383914,-c,228715,228647
1383915,+c,228647,228721
1383916,-c,228721,228647
1383917,+c,228647,228717
1383918,-c,228717,228647
1383919,+c,228647,228718
1383920,-c,228718,228647
1383921,+c,228647,228719
1383922,-c,228719,228647
1383923,+c,228647,228720
1383924,-c,228720,228647
1383925,+c,258562,228720
1383926,-c,228720,258562
1383927,+c,228647,228723
1383928,-c,228723,228647
1383929,+c,228647,228724
1383930,-c,228724,228647
1383931,+c,228647,228725
1383932,-c,228725,228647
1383933,+c,228647,228703
1383934,-c,228703,228647
1383935,+c,228647,228700
1383936,-c,228700,228647
1383937,+c,228647,228701
1383938,-c,228701,228647
1383939,+c,228647,228702
1383940,-c,228702,228647
1383941,+c,461116,228702
1383942,-c,228702,461116
1383943,+c,228647,228706
1383944,-c,228706,228647
1383945,+c,228647,228707
1383946,-c,228707,228647
1383947,+c,228647,228708
1383948,-c,228708,228647
1383949,+c,228647,228709
1383950,-c,228709,228647
1383951,+c,228647,228704
1383952,-c,228704,228647
